Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70060682015206CUB04,BUMPER,CUB,DAY, 006, 068,2015/07/25,2015:206:15:04:18.1702500,2015:206:15:04:44.9242500, 9, 9,  32.39,  21.57,  48.79,   6.09,  53.10,46.84866333,43.95902634,11°34'18.44"S,74°46'29.96"W,10°38'12.34"S,75°27'51.05"W,10°53'16.04"S,73°43'56.78"W,12°15'03.64"S,75°49'21.90"W,12°30'12.64"S,74°04'48.65"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,7.149503,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61546   (10°36'55.66"S), -75.88767  (75°53'15.61"W),-10.61392   (10°36'50.11"S), -73.67450  (73°40'28.20"W),-12.50897   (12°30'32.29"S), -75.89366   (75°53'37.18"W),-12.50715   (12°30'25.74"S), -73.66557   (73°39'56.05"W),13961,16141,6981,8071,6981,8071,,,131,4.687,2.372,4.042,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57179,-74.77499,-10.63676,-75.46418,-10.88779,-73.73244,-12.25101,-75.82275,-12.50351,-74.08018,LE70060682015206CUB04,LE70060682015206CUB04,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015206CUB04
LE70060682015190CUB00,BUMPER,CUB,DAY, 006, 068,2015/07/09,2015:190:15:04:15.7129374,2015:190:15:04:42.4669375, 9, 9,  27.65,  17.03,  52.65,   6.29,  34.63,45.1328392,40.90940475,11°34'17.47"S,74°46'54.23"W,10°38'16.51"S,75°28'16.68"W,10°53'20.22"S,73°44'21.59"W,12°15'08.14"S,75°49'44.40"W,12°30'17.60"S,74°05'10.43"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,14.188616,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.62086   (10°37'15.10"S), -75.89866  (75°53'55.18"W),-10.61939   (10°37'09.80"S), -73.68544  (73°41'07.58"W),-12.50622   (12°30'22.39"S), -75.90469   (75°54'16.88"W),-12.50449   (12°30'16.16"S), -73.67662   (73°40'35.83"W),13901,16141,6951,8071,6951,8071,,,133,4.408,2.536,3.606,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57152,-74.78173,-10.63792,-75.4713,-10.88895,-73.73933,-12.25226,-75.829,-12.50489,-74.08623,LE70060682015190CUB00,LE70060682015190CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015190CUB00
LE70060682015174CUB00,BUMPER,CUB,DAY, 006, 068,2015/06/23,2015:174:15:04:09.3268749,2015:174:15:04:36.0808750, 9, 9,  18.74,  15.68,  16.34,   8.57,  34.35,44.80242157,39.17315674,11°34'17.58"S,74°46'10.49"W,10°38'20.83"S,75°27'31.72"W,10°53'24.54"S,73°43'37.56"W,12°15'11.23"S,75°49'03.14"W,12°30'20.48"S,74°04'30.00"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-16.031421,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.62090   (10°37'15.24"S), -75.88220  (75°52'55.92"W),-10.61933   (10°37'09.59"S), -73.67173  (73°40'18.23"W),-12.50628   (12°30'22.61"S), -75.88813   (75°53'17.27"W),-12.50442   (12°30'15.91"S), -73.66282   (73°39'46.15"W),13901,16121,6951,8061,6951,8061,,,122,5.59,2.892,4.784,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57155,-74.76958,-10.63912,-75.45881,-10.89015,-73.7271,-12.25312,-75.81754,-12.50569,-74.075,LE70060682015174CUB00,LE70060682015174CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015174CUB00
LE70060682015158CUB00,BUMPER,CUB,DAY, 006, 068,2015/06/07,2015:158:15:04:07.5173749,2015:158:15:04:34.2714999, 9, 9,  25.79,  23.83,  52.17,   9.10,  18.07,45.79315948,39.02243805,11°34'18.41"S,74°46'58.48"W,10°38'07.76"S,75°28'17.90"W,10°53'11.54"S,73°44'24.14"W,12°14'58.70"S,75°49'48.76"W,12°30'07.92"S,74°05'16.01"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-9.241947,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61543   (10°36'55.55"S), -75.89864  (75°53'55.10"W),-10.61397   (10°36'50.29"S), -73.68547  (73°41'07.69"W),-12.50351   (12°30'12.64"S), -75.90468   (75°54'16.85"W),-12.50178   (12°30'06.41"S), -73.67664   (73°40'35.90"W),13921,16141,6961,8071,6961,8071,,,132,5.197,2.836,4.355,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57178,-74.78291,-10.63549,-75.47164,-10.88654,-73.74004,-12.24964,-75.83021,-12.5022,-74.08778,LE70060682015158CUB00,LE70060682015158CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015158CUB00
LE70060682015142CUB00,BUMPER,CUB,DAY, 006, 068,2015/05/22,2015:142:15:04:00.5358749,2015:142:15:04:27.2898750, 9, 9,  36.76,  36.29,  42.55,  14.81,  53.39,47.85482788,40.82850647,11°34'17.65"S,74°46'35.29"W,10°38'14.68"S,75°27'54.90"W,10°53'18.17"S,73°44'02.22"W,12°15'05.90"S,75°49'25.25"W,12°30'15.01"S,74°04'53.58"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-12.442736,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61817   (10°37'05.41"S), -75.89042  (75°53'25.51"W),-10.61666   (10°36'59.98"S), -73.67997  (73°40'47.89"W),-12.50354   (12°30'12.74"S), -75.89640   (75°53'47.04"W),-12.50175   (12°30'06.30"S), -73.67111   (73°40'16.00"W),13901,16121,6951,8061,6951,8061,,,96,6.859,3.025,6.156,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57157,-74.77647,-10.63741,-75.46525,-10.88838,-73.73395,-12.25164,-75.82368,-12.50417,-74.08155,LE70060682015142CUB00,LE70060682015142CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015142CUB00
LE70060682015126CUB00,BUMPER,CUB,DAY, 006, 068,2015/05/06,2015:126:15:03:53.6410000,2015:126:15:04:20.3950624, 9, 9,  63.34,  69.75,  88.60,  43.85,  51.16,50.57529449,44.97827148,11°34'17.00"S,74°46'20.57"W,10°38'21.62"S,75°27'43.02"W,10°53'25.40"S,73°43'49.73"W,12°15'12.60"S,75°49'12.58"W,12°30'22.00"S,74°04'40.33"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,2.80336,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61548   (10°36'55.73"S), -75.88219  (75°52'55.88"W),-10.61391   (10°36'50.08"S), -73.67176  (73°40'18.34"W),-12.50899   (12°30'32.36"S), -75.88814   (75°53'17.30"W),-12.50714   (12°30'25.70"S), -73.66281   (73°39'46.12"W),13961,16121,6981,8061,6981,8061,,,31,5.832,2.976,5.015,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57139,-74.77238,-10.63934,-75.46195,-10.89039,-73.73048,-12.2535,-75.82016,-12.50611,-74.07787,LE70060682015126CUB00,LE70060682015126CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015126CUB00
LE70060682015110CUB00,BUMPER,CUB,DAY, 006, 068,2015/04/20,2015:110:15:03:46.3586250,2015:110:15:04:13.1126874, 9, 9,  78.50,  82.87,  72.63,  78.49,  80.02,53.43075943,51.74523163,11°34'17.87"S,74°46'07.86"W,10°38'09.96"S,75°27'26.71"W,10°53'13.81"S,73°43'34.10"W,12°15'01.55"S,75°48'55.48"W,12°30'11.63"S,74°04'24.02"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.690913,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61548   (10°36'55.73"S), -75.88219  (75°52'55.88"W),-10.61391   (10°36'50.08"S), -73.67176  (73°40'18.34"W),-12.50357   (12°30'12.85"S), -75.88812   (75°53'17.23"W),-12.50171   (12°30'06.16"S), -73.66283   (73°39'46.19"W),13921,16121,6961,8061,6961,8061,,,13,12.114,11.431,4.011,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57163,-74.76885,-10.6361,-75.45742,-10.88717,-73.72614,-12.25043,-75.81541,-12.50323,-74.07334,LE70060682015110CUB00,LE70060682015110CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015110CUB00
LE70060682015094CUB00,BUMPER,CUB,DAY, 006, 068,2015/04/04,2015:094:15:03:40.0959999,2015:094:15:04:06.8501249, 9, 9,  84.43,  86.68,  90.20,  61.53,  99.31,55.87670517,61.06819153,11°34'18.91"S,74°46'20.71"W,10°38'14.03"S,75°27'43.34"W,10°53'18.24"S,73°43'49.12"W,12°15'07.20"S,75°49'12.43"W,12°30'17.46"S,74°04'39.32"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-13.241524,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61818   (10°37'05.45"S), -75.88768  (75°53'15.65"W),-10.61665   (10°36'59.94"S), -73.67723  (73°40'38.03"W),-12.50626   (12°30'22.54"S), -75.89365   (75°53'37.14"W),-12.50445   (12°30'16.02"S), -73.66834   (73°40'06.02"W),13921,16121,6961,8061,6961,8061,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57192,-74.77242,-10.63723,-75.46204,-10.8884,-73.73031,-12.252,-75.82012,-12.50485,-74.07759,LE70060682015094CUB00,LE70060682015094CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015094CUB00
LE70060682015078CUB00,BUMPER,CUB,DAY, 006, 068,2015/03/19,2015:078:15:03:33.4475624,2015:078:15:04:00.2016874, 9, 9,  98.64,  99.09,  99.89,  95.89,  99.72,57.50421143,72.29575348,11°34'17.83"S,74°46'43.68"W,10°38'05.28"S,75°28'04.33"W,10°53'10.18"S,73°44'09.89"W,12°14'56.54"S,75°49'35.22"W,12°30'06.77"S,74°05'01.82"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-7.30587,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61545   (10°36'55.62"S), -75.89316  (75°53'35.38"W),-10.61396   (10°36'50.26"S), -73.68273  (73°40'57.83"W),-12.50353   (12°30'12.71"S), -75.89916   (75°53'56.98"W),-12.50177   (12°30'06.37"S), -73.67387   (73°40'25.93"W),13921,16121,6961,8061,6961,8061,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57162,-74.7788,-10.6348,-75.46787,-10.88616,-73.73608,-12.24904,-75.82645,-12.50188,-74.08384,LE70060682015078CUB00,LE70060682015078CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015078CUB00
LE70060682015062CUB01,BUMPER,CUB,DAY, 006, 068,2015/03/03,2015:062:15:03:25.5568125,2015:062:15:03:52.3108750, 9, 9,  95.52,  97.81,  95.66,  97.28,  91.31,58.21684265,84.19185638,11°34'16.36"S,74°47'03.59"W,10°38'07.22"S,75°28'22.22"W,10°53'12.23"S,73°44'28.10"W,12°15'01.12"S,75°49'55.92"W,12°30'11.92"S,74°05'22.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.738121,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,PREDICTIVE,-10.61273   (10°36'45.83"S), -75.89315  (75°53'35.34"W),-10.61124   (10°36'40.46"S), -73.68274  (73°40'57.86"W),-12.50896   (12°30'32.26"S), -75.89918   (75°53'57.05"W),-12.50719   (12°30'25.88"S), -73.67385   (73°40'25.86"W),13981,16121,6991,8061,6991,8061,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57121,-74.78433,-10.63534,-75.47284,-10.88673,-73.74114,-12.25031,-75.8322,-12.50331,-74.0897,LE70060682015062CUB01,LE70060682015062CUB01,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015062CUB01
LE70060682015046CUB02,BUMPER,CUB,DAY, 006, 068,2015/02/15,2015:046:15:03:14.6728124,2015:046:15:03:41.4268125, 9, 9,  98.79,  98.93,  97.25,  99.07,  99.93,58.29191589,95.38880157,11°34'17.33"S,74°46'54.62"W,10°38'12.77"S,75°28'15.67"W,10°53'18.20"S,73°44'21.37"W,12°15'04.25"S,75°49'47.14"W,12°30'15.12"S,74°05'13.85"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.191464,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61814   (10°37'05.30"S), -75.89865  (75°53'55.14"W),-10.61668   (10°37'00.05"S), -73.68546  (73°41'07.66"W),-12.50351   (12°30'12.64"S), -75.90468   (75°54'16.85"W),-12.50178   (12°30'06.41"S), -73.67664   (73°40'35.90"W),13901,16141,6951,8071,6951,8071,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57148,-74.78184,-10.63688,-75.47102,-10.88839,-73.73927,-12.25118,-75.82976,-12.5042,-74.08718,LE70060682015046CUB02,LE70060682015046CUB02,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015046CUB02
LE70060682015030ASN00,BUMPER,ASN,DAY, 006, 068,2015/01/30,2015:030:15:03:12.8681875,2015:030:15:03:39.6221874, 9, 9,  76.05,  90.87,  45.83,  87.54,  79.98,58.26798248,104.88414001,11°34'18.59"S,74°47'20.58"W,10°38'22.63"S,75°28'43.46"W,10°53'25.76"S,73°44'49.49"W,12°15'14.15"S,75°50'14.03"W,12°30'23.11"S,74°05'41.14"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,6.999354,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.62084   (10°37'15.02"S), -75.90414  (75°54'14.90"W),-10.61943   (10°37'09.95"S), -73.69367  (73°41'37.21"W),-12.50621   (12°30'22.36"S), -75.91021   (75°54'36.76"W),-12.50453   (12°30'16.31"S), -73.68490   (73°41'05.64"W),13901,16121,6951,8061,6951,8061,,,8,7.674,3.605,6.774,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57183,-74.78905,-10.63962,-75.47874,-10.89049,-73.74708,-12.25393,-75.83723,-12.50642,-74.09476,LE70060682015030ASN00,LE70060682015030ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015030ASN00
LE70060682015014CUB00,BUMPER,CUB,DAY, 006, 068,2015/01/14,2015:014:15:03:07.1158750,2015:014:15:03:33.8698749, 9, 9,  36.23,  40.41,  56.85,  10.63,  37.04,58.61758804,112.08119202,11°34'17.33"S,74°46'36.34"W,10°38'18.89"S,75°27'56.88"W,10°53'21.80"S,73°44'05.03"W,12°15'10.98"S,75°49'26.54"W,12°30'19.98"S,74°04'55.85"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,2.026451,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61276   (10°36'45.94"S), -75.88492  (75°53'05.71"W),-10.61121   (10°36'40.36"S), -73.67451  (73°40'28.24"W),-12.50898   (12°30'32.33"S), -75.89090   (75°53'27.24"W),-12.50715   (12°30'25.74"S), -73.66557   (73°39'56.05"W),13981,16121,6991,8061,6991,8061,,,29,18.589,17.363,6.639,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57148,-74.77676,-10.63858,-75.4658,-10.88939,-73.73473,-12.25305,-75.82404,-12.50555,-74.08218,LE70060682015014CUB00,LE70060682015014CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682015014CUB00
LE70060682014363CUB00,BUMPER,CUB,DAY, 006, 068,2014/12/29,2014:363:15:03:03.0876874,2014:363:15:03:29.8416874, 9, 9,  62.03,  45.98,  94.86,  50.52,  56.78,59.63847733,116.50135803,11°34'18.73"S,74°46'33.24"W,10°38'16.58"S,75°27'53.64"W,10°53'20.08"S,73°44'01.68"W,12°15'09.29"S,75°49'23.05"W,12°30'18.18"S,74°04'52.14"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.436314,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,PREDICTIVE,-10.61817   (10°37'05.41"S), -75.89042  (75°53'25.51"W),-10.61666   (10°36'59.98"S), -73.67997  (73°40'47.89"W),-12.50625   (12°30'22.50"S), -75.89641   (75°53'47.08"W),-12.50446   (12°30'16.06"S), -73.67110   (73°40'15.96"W),13921,16121,6961,8061,6961,8061,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57187,-74.7759,-10.63794,-75.4649,-10.88891,-73.7338,-12.25258,-75.82307,-12.50505,-74.08115,LE70060682014363CUB00,LE70060682014363CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014363CUB00
LE70060682014347CUB00,BUMPER,CUB,DAY, 006, 068,2014/12/13,2014:347:15:03:00.4925625,2014:347:15:03:27.2465000, 9, 9,  56.42,  61.88,  89.07,  21.59,  53.14,61.33801651,117.55949402,11°34'17.94"S,74°47'05.96"W,10°38'09.56"S,75°28'26.11"W,10°53'13.38"S,73°44'32.35"W,12°15'02.77"S,75°49'56.42"W,12°30'12.42"S,74°05'23.82"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.161487,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61273   (10°36'45.83"S), -75.89315  (75°53'35.34"W),-10.61124   (10°36'40.46"S), -73.68274  (73°40'57.86"W),-12.50896   (12°30'32.26"S), -75.89918   (75°53'57.05"W),-12.50719   (12°30'25.88"S), -73.67385   (73°40'25.86"W),13981,16121,6991,8061,6991,8061,,,23,5.38,2.519,4.754,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57165,-74.78499,-10.63599,-75.47392,-10.88705,-73.74232,-12.25077,-75.83234,-12.50345,-74.08995,LE70060682014347CUB00,LE70060682014347CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014347CUB00
LE70060682014331CUB00,BUMPER,CUB,DAY, 006, 068,2014/11/27,2014:331:15:02:52.6113125,2014:331:15:03:19.3653750, 9, 9,  59.78,  90.28,  72.62,  22.59,  53.62,63.37360001,114.49834442,11°34'18.01"S,74°46'32.66"W,10°38'20.47"S,75°27'54.90"W,10°53'24.72"S,73°44'00.49"W,12°15'11.12"S,75°49'24.74"W,12°30'20.66"S,74°04'51.46"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-14.848489,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61817   (10°37'05.41"S), -75.89042  (75°53'25.51"W),-10.61666   (10°36'59.98"S), -73.67997  (73°40'47.89"W),-12.50354   (12°30'12.74"S), -75.89640   (75°53'47.04"W),-12.50175   (12°30'06.30"S), -73.67111   (73°40'16.00"W),13901,16121,6951,8061,6951,8061,,,37,13.271,11.913,5.849,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57167,-74.77574,-10.63902,-75.46525,-10.8902,-73.73347,-12.25309,-75.82354,-12.50574,-74.08096,LE70060682014331CUB00,LE70060682014331CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014331CUB00
LE70060682014315CUB00,BUMPER,CUB,DAY, 006, 068,2014/11/11,2014:315:15:02:48.2415624,2014:315:15:03:14.9955625, 9, 9,  37.09,  33.18,  36.39,  38.67,  40.12,65.04895782,106.7447052,11°34'17.76"S,74°47'05.10"W,10°38'06.90"S,75°28'24.92"W,10°53'11.18"S,73°44'30.95"W,12°14'59.35"S,75°49'54.55"W,12°30'09.47"S,74°05'21.73"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.073692,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61814   (10°37'05.30"S), -75.89865  (75°53'55.14"W),-10.61669   (10°37'00.08"S), -73.68820  (73°41'17.52"W),-12.50351   (12°30'12.64"S), -75.90468   (75°54'16.85"W),-12.50179   (12°30'06.44"S), -73.67940   (73°40'45.84"W),13901,16121,6951,8061,6951,8061,,,18,14.162,11.797,7.835,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5716,-74.78475,-10.63525,-75.47359,-10.88644,-73.74193,-12.24982,-75.83182,-12.50263,-74.08937,LE70060682014315CUB00,LE70060682014315CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014315CUB00
LE70060682014299CUB00,BUMPER,CUB,DAY, 006, 068,2014/10/26,2014:299:15:02:39.2189999,2014:299:15:03:05.9730625, 9, 9,  48.49,  50.86,  83.43,  22.98,  36.71,65.47438049,94.92696381,11°34'17.47"S,74°46'40.26"W,10°38'09.71"S,75°27'59.54"W,10°53'14.46"S,73°44'05.50"W,12°15'00.11"S,75°49'31.01"W,12°30'10.01"S,74°04'58.04"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-14.620099,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61004   (10°36'36.14"S), -75.88492  (75°53'05.71"W),-10.60851   (10°36'30.64"S), -73.67727  (73°40'38.17"W),-12.50356   (12°30'12.82"S), -75.89088   (75°53'27.17"W),-12.50174   (12°30'06.26"S), -73.66835   (73°40'06.06"W),13961,16101,6981,8051,6981,8051,,,39,5.565,3.985,3.885,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57152,-74.77785,-10.63603,-75.46654,-10.88735,-73.73486,-12.25003,-75.82528,-12.50278,-74.08279,LE70060682014299CUB00,LE70060682014299CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014299CUB00
LE70060682014283CUB00,BUMPER,CUB,DAY, 006, 068,2014/10/10,2014:283:15:02:30.1668750,2014:283:15:02:56.9209375, 9, 9,  43.16,  37.64,  24.78,  43.87,  66.35,64.04870605,81.62007904,11°34'16.57"S,74°46'29.96"W,10°38'09.24"S,75°27'50.08"W,10°53'14.03"S,73°43'56.46"W,12°15'02.05"S,75°49'20.17"W,12°30'12.71"S,74°04'47.71"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-11.391039,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61817   (10°37'05.41"S), -75.89042  (75°53'25.51"W),-10.61666   (10°36'59.98"S), -73.67997  (73°40'47.89"W),-12.50354   (12°30'12.74"S), -75.89640   (75°53'47.04"W),-12.50175   (12°30'06.30"S), -73.67111   (73°40'16.00"W),13901,16121,6951,8061,6951,8061,,,34,6.996,3.963,5.765,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57127,-74.77499,-10.6359,-75.46391,-10.88723,-73.73235,-12.25057,-75.82227,-12.50353,-74.07992,LE70060682014283CUB00,LE70060682014283CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014283CUB00
LE70060682014267CUB00,BUMPER,CUB,DAY, 006, 068,2014/09/24,2014:267:15:02:18.0714999,2014:267:15:02:44.8255000, 9, 9,  78.99,  97.35,  70.09,  77.59,  70.92,60.91737747,69.72979736,11°34'17.00"S,74°45'49.54"W,10°38'09.96"S,75°27'09.43"W,10°53'14.71"S,73°43'16.46"W,12°15'02.59"S,75°48'40.14"W,12°30'13.36"S,74°04'08.29"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.230354,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,-10.61820   (10°37'05.52"S), -75.87945  (75°52'46.02"W),-10.61661   (10°36'59.80"S), -73.66900  (73°40'08.40"W),-12.50358   (12°30'12.89"S), -75.88536   (75°53'07.30"W),-12.50170   (12°30'06.12"S), -73.66007   (73°39'36.25"W),13901,16121,6951,8061,6951,8061,,,15,7,4.491,5.369,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57139,-74.76376,-10.6361,-75.45262,-10.88742,-73.72124,-12.25072,-75.81115,-12.50371,-74.06897,LE70060682014267CUB00,LE70060682014267CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682014267CUB00
