Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70050682015039CUB00,BUMPER,CUB,DAY,5,68,2/8/2015,2015:039:14:57:03.8427499,2015:039:14:57:30.5967500,9,9,62.51,27.62,47.83,88.97,85.6,58.26096344,99.79564667,"11°34'18.98""S","73°14'50.68""W","10°38'15.83""S","73°56'13.24""W","10°53'18.96""S","72°12'18.90""W","12°15'06.80""S","74°17'42.18""W","12°30'15.26""S","72°33'08.82""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.183822,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,"-10.62151   (10°37'17.44""S)"," -74.37102  (74°22'15.67""W)","-10.60925   (10°36'33.30""S)"," -72.15337  (72°09'12.13""W)","-12.51785   (12°31'04.26""S)"," -74.36677   (74°22'00.37""W)","-12.50333   (12°30'11.99""S)"," -72.13416   (72°08'02.98""W)",13981,16181,6991,8091,6991,8091,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57194,-73.24741,-10.63773,-73.93701,-10.8886,-72.20525,-12.25189,-74.29505,-12.50424,-72.55245,LE70050682015039CUB00,LE70050682015039CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682015039CUB00
LE70050682014340CUB01,BUMPER,CUB,DAY,5,68,12/6/2014,2014:340:14:56:45.6565624,2014:340:14:57:12.4105000,9,9,76.07,59.96,93.83,82.16,68.33,62.22146606,116.7730331,"11°34'17.18""S","73°13'57.18""W","10°38'17.48""S","73°55'18.16""W","10°53'21.52""S","72°11'24.94""W","12°15'09.97""S","74°16'49.01""W","12°30'19.62""S","72°32'16.98""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,4.909517,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,"-10.61605   (10°36'57.78""S)"," -74.35183  (74°21'06.59""W)","-10.60363   (10°36'13.07""S)"," -72.13150  (72°07'53.40""W)","-12.52052   (12°31'13.87""S)"," -74.34743   (74°20'50.75""W)","-12.50581   (12°30'20.92""S)"," -72.11207   (72°06'43.45""W)",14041,16201,7021,8101,7021,8101,,,6,3.979,2.676,2.945,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57144,-73.23255,-10.63819,-73.92171,-10.88931,-72.19026,-12.25277,-74.28028,-12.50545,-72.53805,LE70050682014340CUB01,LE70050682014340CUB01,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014340CUB01
LE70050682014292CUB00,BUMPER,CUB,DAY,5,68,10/19/2014,2014:292:14:56:24.6542500,2014:292:14:56:51.4082499,9,9,41.48,16.76,10.67,87.15,51.32,65.08751678,89.08826447,"11°34'16.97""S","73°13'58.01""W","10°38'05.82""S","73°55'18.12""W","10°53'10.57""S","72°11'23.82""W","12°14'57.88""S","74°16'47.89""W","12°30'08.57""S","72°32'14.71""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,12.396424,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61333   (10°36'47.99""S)"," -74.34909  (74°20'56.72""W)","-10.60092   (10°36'03.31""S)"," -72.13153  (72°07'53.51""W)","-12.51780   (12°31'04.08""S)"," -74.34468   (74°20'40.85""W)","-12.50310   (12°30'11.16""S)"," -72.11210   (72°06'43.56""W)",14041,16181,7021,8091,7021,8091,,,37,5.421,3.436,4.193,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57138,-73.23278,-10.63495,-73.9217,-10.88627,-72.18995,-12.24941,-74.27997,-12.50238,-72.53742,LE70050682014292CUB00,LE70050682014292CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014292CUB00
LE70050682014260CUB00,BUMPER,CUB,DAY,5,68,9/17/2014,2014:260:14:56:03.5938124,2014:260:14:56:30.3478125,9,9,50.05,73.56,46.79,75.1,4.76,59.18625259,65.33102417,"11°34'17.29""S","73°13'20.14""W","10°38'13.92""S","73°54'41.08""W","10°53'19.00""S","72°10'48.07""W","12°15'06.37""S","74°16'11.21""W","12°30'17.17""S","72°31'39.32""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,6.504284,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,"-10.61602   (10°36'57.67""S)"," -74.34086  (74°20'27.10""W)","-10.60353   (10°36'12.71""S)"," -72.12055  (72°07'13.98""W)","-12.52049   (12°31'13.76""S)"," -74.33639   (74°20'11.00""W)","-12.50569   (12°30'20.48""S)"," -72.10104   (72°06'03.74""W)",14041,16201,7021,8101,7021,8101,,,54,6.064,3.247,5.122,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57147,-73.22226,-10.6372,-73.91141,-10.88861,-72.18002,-12.25177,-74.26978,-12.50477,-72.52759,LE70050682014260CUB00,LE70050682014260CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014260CUB00
LE70050682014244CUB00,BUMPER,CUB,DAY,5,68,9/1/2014,2014:244:14:56:00.3593750,2014:244:14:56:27.1133749,9,9,3.65,1.37,0,11.52,1.69,54.92714691,57.05216599,"11°34'19.63""S","73°13'36.88""W","10°38'21.77""S","73°55'02.14""W","10°53'24.14""S","72°11'10.18""W","12°15'15.12""S","74°16'30.32""W","12°30'23.51""S","72°31'59.52""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-1.804748,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34360  (74°20'36.96""W)","-10.60631   (10°36'22.72""S)"," -72.12874  (72°07'43.46""W)","-12.52050   (12°31'13.80""S)"," -74.33915   (74°20'20.94""W)","-12.50578   (12°30'20.81""S)"," -72.10932   (72°06'33.55""W)",14021,16161,7011,8081,7011,8081,,,134,5.721,2.578,5.107,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57212,-73.22691,-10.63938,-73.91726,-10.89004,-72.18616,-12.2542,-74.27509,-12.50653,-72.5332,LE70050682014244CUB00,LE70050682014244CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014244CUB00
LE70050682014228CUB00,BUMPER,CUB,DAY,5,68,8/16/2014,2014:228:14:56:00.9336249,2014:228:14:56:27.6876875,9,9,22.64,14.75,2.51,28.86,44.46,50.83354568,50.77772141,"11°34'17.58""S","73°14'12.44""W","10°38'15.32""S","73°55'33.85""W","10°53'18.06""S","72°11'41.03""W","12°15'07.60""S","74°17'02.00""W","12°30'16.13""S","72°32'30.34""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,2.091774,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE,"-10.61877   (10°37'07.57""S)"," -74.35457  (74°21'16.45""W)","-10.60639   (10°36'23.00""S)"," -72.13696  (72°08'13.06""W)","-12.52052   (12°31'13.87""S)"," -74.35019   (74°21'00.68""W)","-12.50587   (12°30'21.13""S)"," -72.11759   (72°07'03.32""W)",14021,16181,7011,8091,7011,8091,,,68,5.815,2.519,5.241,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57155,-73.23679,-10.63759,-73.92607,-10.88835,-72.19473,-12.25211,-74.28389,-12.50448,-72.54176,LE70050682014228CUB00,LE70050682014228CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014228CUB00
LE70050682014212CUB00,BUMPER,CUB,DAY,5,68,7/31/2014,2014:212:14:56:00.3026249,2014:212:14:56:27.0566250,9,9,11.44,5.11,1.17,22.44,17.03,47.48475266,45.99827194,"11°34'18.30""S","73°14'38.15""W","10°38'18.92""S","73°56'02.08""W","10°53'22.24""S","72°12'06.95""W","12°15'11.38""S","74°17'30.34""W","12°30'20.48""S","72°32'56.29""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-7.309203,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61878   (10°37'07.61""S)"," -74.36005  (74°21'36.18""W)","-10.60646   (10°36'23.26""S)"," -72.14517  (72°08'42.61""W)","-12.52054   (12°31'13.94""S)"," -74.35572   (74°21'20.59""W)","-12.50596   (12°30'21.46""S)"," -72.12586   (72°07'33.10""W)",14021,16161,7011,8081,7011,8081,,,109,6.77,2.748,6.187,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57175,-73.24393,-10.63859,-73.93391,-10.88951,-72.20193,-12.25316,-74.29176,-12.50569,-72.54897,LE70050682014212CUB00,LE70050682014212CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014212CUB00
LE70050682014196CUB00,BUMPER,CUB,DAY,5,68,7/15/2014,2014:196:14:55:52.7838749,2014:196:14:56:19.5379375,9,9,16.18,9.99,18.29,29.42,7.04,45.27923965,42.46505737,"11°34'18.19""S","73°13'34.18""W","10°38'20.40""S","73°54'57.31""W","10°53'24.07""S","72°11'01.57""W","12°15'11.12""S","74°16'26.72""W","12°30'20.12""S","72°31'52.00""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,2.156552,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34360  (74°20'36.96""W)","-10.60631   (10°36'22.72""S)"," -72.12874  (72°07'43.46""W)","-12.52050   (12°31'13.80""S)"," -74.33915   (74°20'20.94""W)","-12.50578   (12°30'20.81""S)"," -72.10932   (72°06'33.55""W)",14021,16161,7011,8081,7011,8081,,,111,6.66,2.598,6.132,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57172,-73.22616,-10.639,-73.91592,-10.89002,-72.18377,-12.25309,-74.27409,-12.50559,-72.53111,LE70050682014196CUB00,LE70050682014196CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014196CUB00
LE70050682014164CUB02,BUMPER,CUB,DAY,5,68,6/13/2014,2014:164:14:55:46.4544374,2014:164:14:56:13.2083749,9,9,59.42,44.34,52.25,67.95,73.15,44.92576981,39.39373779,"11°34'17.94""S","73°14'01.54""W","10°38'20.29""S","73°55'24.31""W","10°53'23.75""S","72°11'30.91""W","12°15'12.74""S","74°16'52.57""W","12°30'22.10""S","72°32'20.18""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-0.494131,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61604   (10°36'57.74""S)"," -74.34909  (74°20'56.72""W)","-10.60365   (10°36'13.14""S)"," -72.13424  (72°08'03.26""W)","-12.52051   (12°31'13.84""S)"," -74.34467   (74°20'40.81""W)","-12.50584   (12°30'21.02""S)"," -72.11483   (72°06'53.39""W)",14041,16161,7021,8081,7021,8081,,,30,7.607,3.279,6.864,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57165,-73.23376,-10.63897,-73.92342,-10.88993,-72.19192,-12.25354,-74.28127,-12.50614,-72.53894,LE70050682014164CUB02,LE70050682014164CUB02,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014164CUB02
LE70050682014148CUB00,BUMPER,CUB,DAY,5,68,5/28/2014,2014:148:14:55:44.4940625,2014:148:14:56:11.2480624,9,9,66.57,59.67,83.84,59.17,63.63,46.60532379,40.40637207,"11°34'17.33""S","73°14'42.94""W","10°38'07.91""S","73°56'02.36""W","10°53'11.29""S","72°12'10.26""W","12°15'00.43""S","74°17'31.27""W","12°30'09.72""S","72°33'00.22""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-4.572797,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61606   (10°36'57.82""S)"," -74.36006  (74°21'36.22""W)","-10.60375   (10°36'13.50""S)"," -72.14520  (72°08'42.72""W)","-12.52054   (12°31'13.94""S)"," -74.35572   (74°21'20.59""W)","-12.50596   (12°30'21.46""S)"," -72.12586   (72°07'33.10""W)",14041,16161,7021,8081,7021,8081,,,20,12.932,12.413,3.627,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57148,-73.24526,-10.63553,-73.93399,-10.88647,-72.20285,-12.25012,-74.29202,-12.5027,-72.55006,LE70050682014148CUB00,LE70050682014148CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014148CUB00
LE70050682014052CUB00,BUMPER,CUB,DAY,5,68,2/21/2014,2014:052:14:55:04.4854999,2014:052:14:55:31.2395000,9,9,64.32,60.62,72.76,40.82,83.09,57.79247665,91.27061462,"11°34'16.61""S","73°15'04.10""W","10°38'17.27""S","73°56'25.08""W","10°53'22.49""S","72°12'30.49""W","12°15'07.38""S","74°17'57.26""W","12°30'17.89""S","72°33'23.65""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-6.70333,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1Gt,GLS2000,GEOTIFF,DEFINITIVE,"-10.61608   (10°36'57.89""S)"," -74.36829  (74°22'05.84""W)","-10.60383   (10°36'13.79""S)"," -72.15342  (72°09'12.31""W)","-12.51784   (12°31'04.22""S)"," -74.36401   (74°21'50.44""W)","-12.50333   (12°30'11.99""S)"," -72.13416   (72°08'02.98""W)",14021,16161,7011,8081,7011,8081,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57128,-73.25114,-10.63813,-73.9403,-10.88958,-72.20847,-12.25205,-74.29924,-12.50497,-72.55657,LE70050682014052CUB00,LE70050682014052CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682014052CUB00
LE70050682013337CUB00,BUMPER,CUB,DAY,5,68,12/3/2013,2013:337:14:54:41.9481250,2013:337:14:55:08.7021249,9,9,30.27,41.41,27.42,11.84,40.41,62.11424255,115.9044647,"11°34'17.58""S","73°15'01.15""W","10°38'10.93""S","73°56'21.70""W","10°53'14.93""S","72°12'27.25""W","12°15'01.69""S","74°17'51.65""W","12°30'11.16""S","72°33'18.40""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-14.42956,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,"-10.61880   (10°37'07.68""S)"," -74.37102  (74°22'15.67""W)","-10.60659   (10°36'23.72""S)"," -72.15887  (72°09'31.93""W)","-12.51242   (12°30'44.71""S)"," -74.36678   (74°22'00.41""W)","-12.49797   (12°29'52.69""S)"," -72.13974   (72°08'23.06""W)",13961,16141,6981,8071,6981,8071,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57155,-73.25032,-10.63637,-73.93936,-10.88748,-72.20757,-12.25047,-74.29768,-12.5031,-72.55511,LE70050682013337CUB00,LE70050682013337CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013337CUB00
LE70050682013289CUB00,BUMPER,CUB,DAY,5,68,10/16/2013,2013:289:14:54:23.3292499,2013:289:14:54:50.0833125,9,9,54.18,44.92,70.44,54.66,46.69,64.32640839,86.93431091,"11°34'17.26""S","73°15'11.05""W","10°38'18.28""S","73°56'33.72""W","10°53'23.03""S","72°12'39.17""W","12°15'10.12""S","74°18'03.71""W","12°30'20.63""S","72°33'30.24""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.726795,HL,HL,HL,LL,HL,LL,HH,HL,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE,"-10.61879   (10°37'07.64""S)"," -74.36828  (74°22'05.81""W)","-10.60654   (10°36'23.54""S)"," -72.15339  (72°09'12.20""W)","-12.52056   (12°31'14.02""S)"," -74.36400   (74°21'50.40""W)","-12.50604   (12°30'21.74""S)"," -72.13413   (72°08'02.87""W)",14021,16161,7011,8081,7011,8081,,,19,13.115,12.8,2.859,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57146,-73.25307,-10.63841,-73.9427,-10.88973,-72.21088,-12.25281,-74.30103,-12.50573,-72.5584,LE70050682013289CUB00,LE70050682013289CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013289CUB00
LE70050682013273CUB01,BUMPER,CUB,DAY,5,68,9/30/2013,2013:273:14:54:10.1993750,2013:273:14:54:36.9535000,9,9,52.28,26.74,69.65,61.52,51.2,61.81586838,74.43890381,"11°34'16.25""S","73°13'59.45""W","10°38'04.74""S","73°55'17.54""W","10°53'09.20""S","72°11'25.37""W","12°14'56.51""S","74°16'47.86""W","12°30'06.48""S","72°32'16.73""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-3.802712,HL,HL,HL,LL,HL,LL,HH,HL,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE,"-10.61876   (10°37'07.54""S)"," -74.35182  (74°21'06.55""W)","-10.60641   (10°36'23.08""S)"," -72.13969  (72°08'22.88""W)","-12.51238   (12°30'44.57""S)"," -74.34745   (74°20'50.82""W)","-12.49777   (12°29'51.97""S)"," -72.12044   (72°07'13.58""W)",13961,16141,6981,8071,6981,8071,,,55,6.26,4.078,4.749,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57118,-73.23318,-10.63465,-73.92154,-10.88589,-72.19038,-12.24903,-74.27996,-12.5018,-72.53798,LE70050682013273CUB01,LE70050682013273CUB01,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013273CUB01
LE70050682013257CUB00,BUMPER,CUB,DAY,5,68,9/14/2013,2013:257:14:54:00.5894374,2013:257:14:54:27.3435000,9,9,64.18,90.16,92.85,45.28,28.42,58.01869202,64.19428253,"11°34'16.64""S","73°13'52.93""W","10°38'05.53""S","73°55'08.90""W","10°53'10.46""S","72°11'18.35""W","12°14'56.47""S","74°16'41.66""W","12°30'06.91""S","72°32'12.23""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,12.896305,LL,LL,LL,LL,LL,LL,HH,LL,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE,"-10.61604   (10°36'57.74""S)"," -74.34635  (74°20'46.86""W)","-10.60365   (10°36'13.14""S)"," -72.13424  (72°08'03.26""W)","-12.51779   (12°31'04.04""S)"," -74.34192   (74°20'30.91""W)","-12.50313   (12°30'11.27""S)"," -72.11486   (72°06'53.50""W)",14021,16141,7011,8071,7011,8071,,,55,6.612,3.339,5.707,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57129,-73.23137,-10.63487,-73.91914,-10.88624,-72.18843,-12.24902,-74.27824,-12.50192,-72.53673,LE70050682013257CUB00,LE70050682013257CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013257CUB00
LE70050682013241CUB01,BUMPER,CUB,DAY,5,68,8/29/2013,2013:241:14:53:48.7144374,2013:241:14:54:15.4685000,9,9,19.24,1.76,0.06,68.59,6.57,53.75149918,56.35871887,"11°34'17.54""S","73°13'25.25""W","10°38'14.93""S","73°54'46.66""W","10°53'20.00""S","72°10'55.02""W","12°15'06.95""S","74°16'18.44""W","12°30'17.39""S","72°31'47.93""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-12.708191,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34360  (74°20'36.96""W)","-10.60634   (10°36'22.82""S)"," -72.13148  (72°07'53.33""W)","-12.51507   (12°30'54.25""S)"," -74.33916   (74°20'20.98""W)","-12.50039   (12°30'01.40""S)"," -72.11213   (72°06'43.67""W)",13981,16141,6991,8071,6991,8071,,,100,4.904,2.42,4.265,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57154,-73.22368,-10.63748,-73.91296,-10.88889,-72.18195,-12.25193,-74.27179,-12.50483,-72.52998,LE70050682013241CUB01,LE70050682013241CUB01,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013241CUB01
LE70050682013225CUB01,BUMPER,CUB,DAY,5,68,8/13/2013,2013:225:14:53:37.5173749,2013:225:14:54:04.2715624,9,9,25.27,11.43,7.13,29.47,53.07,49.75357819,50.4068985,"11°34'16.61""S","73°13'24.53""W","10°38'05.68""S","73°54'45.14""W","10°53'10.86""S","72°10'51.35""W","12°14'57.26""S","74°16'14.41""W","12°30'08.75""S","72°31'41.84""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-1.701709,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34360  (74°20'36.96""W)","-10.60634   (10°36'22.82""S)"," -72.13148  (72°07'53.33""W)","-12.51236   (12°30'44.50""S)"," -74.33917   (74°20'21.01""W)","-12.49768   (12°29'51.65""S)"," -72.11216   (72°06'43.78""W)",13961,16141,6981,8071,6981,8071,,,77,6.449,2.357,6.003,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57128,-73.22348,-10.63491,-73.91254,-10.88635,-72.18093,-12.24924,-74.27067,-12.50243,-72.52829,LE70050682013225CUB01,LE70050682013225CUB01,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013225CUB01
LE70050682013209CUB00,BUMPER,CUB,DAY,5,68,7/28/2013,2013:209:14:53:38.5789375,2013:209:14:54:05.3330625,9,9,32.78,22.08,2.48,73.92,32.66,46.62074661,45.82497406,"11°34'21.79""S","73°13'14.16""W","10°38'22.63""S","73°54'39.20""W","10°53'23.75""S","72°10'42.74""W","12°15'13.50""S","74°16'06.60""W","12°30'19.91""S","72°31'31.22""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,0.477296,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62144   (10°37'17.18""S)"," -74.33811  (74°20'17.20""W)","-10.60900   (10°36'32.40""S)"," -72.12597  (72°07'33.49""W)","-12.52320   (12°31'23.52""S)"," -74.33362   (74°20'01.03""W)","-12.50846   (12°30'30.46""S)"," -72.10653   (72°06'23.51""W)",14021,16141,7011,8071,7011,8071,,,45,5.29,3.117,4.274,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57272,-73.2206,-10.63962,-73.91089,-10.88993,-72.17854,-12.25375,-74.2685,-12.50553,-72.52534,LE70050682013209CUB00,LE70050682013209CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013209CUB00
LE70050682013193CUB00,BUMPER,CUB,DAY,5,68,7/12/2013,2013:193:14:53:45.9974999,2013:193:14:54:12.7517499,9,9,30.57,27.39,30.81,26.62,37.45,44.69205856,42.45464706,"11°34'21.29""S","73°13'11.10""W","10°38'24.47""S","73°54'38.30""W","10°53'25.66""S","72°10'40.55""W","12°15'16.88""S","74°16'04.26""W","12°30'23.90""S","72°31'27.52""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.840793,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62144   (10°37'17.18""S)"," -74.33536  (74°20'07.30""W)","-10.60897   (10°36'32.29""S)"," -72.12323  (72°07'23.63""W)","-12.52319   (12°31'23.48""S)"," -74.33086   (74°19'51.10""W)","-12.50843   (12°30'30.35""S)"," -72.10377   (72°06'13.57""W)",14021,16141,7011,8071,7011,8071,,,67,6.488,2.641,5.926,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57258,-73.21975,-10.64013,-73.91064,-10.89046,-72.17793,-12.25469,-74.26785,-12.50664,-72.52431,LE70050682013193CUB00,LE70050682013193CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682013193CUB00
